当前数据库信息：
jdbc:oracle:thin:@192.168.10.106:1521:orcl, scjm2, scjm2
==================


1、数据库实例信息

startup_time, instance_name, host_name, version

2015-11-30, orcl, localhost.localdomain, 11.2.0.3.0


2、安装环境信息

version_time, database_role, resetlogs_change#, open_resetlogs, protection_level, standby_became_primary_scn, db_unique_name, supplemental_log_data_fk, archive_change#, activation#, platform_id, platform_name, created, controlfile_type, name, log_mode, dbid, current_scn, controlfile_time, flashback_on, fs_failover_status, supplemental_log_data_min, dataguard_broker, supplemental_log_data_all, archivelog_change#, controlfile_converted, guard_status, controlfile_change#, resetlogs_time, supplemental_log_data_pl, supplemental_log_data_pk, archivelog_compression, last_open_incarnation#, switchover_status, checkpoint_change#, recovery_target_incarnation#, protection_mode, open_mode, remote_archive, prior_resetlogs_time, supplemental_log_data_ui, fs_failover_threshold, force_logging, controlfile_sequence#, switchover#, prior_resetlogs_change#, controlfile_created

2014-07-09, PRIMARY, 995548, NOT ALLOWED, UNPROTECTED, 0, orcl, NO, 43050866, 1380247339, 13, Linux x86 64-bit, 2014-07-09, CURRENT, ORCL, NOARCHIVELOG, 1380260907, 43110179, 2016-01-15, NO, DISABLED, NO, DISABLED, NO, 0, NO, NONE, 43110154, 2014-07-09, NO, NO, DISABLED, 2, NOT ALLOWED, 43091204, 2, MAXIMUM PERFORMANCE, READ WRITE, ENABLED, 2011-09-17, NO, 0, NO, 222131, 1380247339, 1, 2014-07-09


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.3.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.3.0

PL/SQL, Production, 11.2.0.3.0

TNS for Linux:, Production, 11.2.0.3.0


4、数据库安装配置信息

parameter, value

T_PJ16_08, PJ1608014, 贷款结束时间

T_PJ16_08, PJ1608015, 年利率

T_PJ16_08, PJ1608016, 已支付利息金额

T_PJ16_02, PJ1602021, 实施条件

T_PJ16_02, PJ1602022, 总体实施方案

T_PJ16_02, PJ1602023, 2016年预计项目完成工程投资量（采购量）以及占总计划百分比

T_PJ18_01, PJ1801001, 流水号

T_PJ18_01, PJ000, 项目流水号

T_PJ18_01, PJ1801002, 单位名称

T_PJ18_01, PJ1801003, 组织机构代码

T_PJ18_01, PJ1801004, 成立时间

T_PJ18_01, PJ1801005, 法人代表

T_PJ18_01, PJ1801006, 联系人

T_PJ18_01, PJ1801007, 职务

T_PJ18_01, PJ1801008, 传真

T_PJ18_01, PJ1801009, 电话

T_PJ18_01, PJ1801010, 手机

T_PJ18_01, PJ1801011, email

T_PJ18_01, PJ1801012, 总资产（万元）

T_PJ18_01, PJ1801013, 负债率

T_PJ18_01, PJ1801014, 信用等级

T_PJ18_01, PJ1801015, 上年销售（万元）

T_PJ18_01, PJ1801016, 上年税金（万元）

T_PJ18_01, PJ1801017, 上年利润（万元）

T_PJ18_01, PJ1801018, 单位性质

T_PJ18_01, PJ1801019, 注册资本

T_PJ18_01, PJ1801020, 股权结构

T_PJ18_01, PJ1801021, 所属地区

T_PJ18_01, PJ1801022, 通讯地址

T_PJ18_01, PJ1801023, 主营业务

T_PJ18_01, PJ1801024, 主导产品

T_PJ18_01, PJ1801025, 年主营收入（万元）

T_PJ18_01, PJ1801026, 研发经费占比(％）

T_PJ18_01, PJ1801027, 职工总人数

T_PJ18_01, PJ1801028, 研发人员数

T_PJ18_01, PJ1801029, 研发中心

T_PJ18_01, PJ1801030, 企业简介

T_PJ18_01, PJ1801031, 推荐单位

T_PJ18_02, PJ1802001, 流水号

T_PJ18_02, PJ000, 项目流水号

T_PJ18_02, PJ1802002, 项目名称

T_PJ18_02, PJ1802003, 项目地址

T_PJ18_02, PJ1802004, 试点示范类别

T_PJ18_02, PJ1802005, 项目申报方向

T_PJ18_02, PJ1802006, 开始时间

T_PJ18_02, PJ1802007, 终止时间

T_PJ18_02, PJ1802008, 项目主要内容

T_PJ18_02, PJ1802009, 项目投资（万元）

T_PJ18_02, PJ1802010, 其中：固定资产投资

T_PJ18_02, PJ1802011, 自筹

T_PJ18_02, PJ1802012, 贷款

T_PJ18_02, PJ1802013, 战略投资

T_PJ18_02, PJ1802014, 销售收入

T_PJ18_02, PJ1802015, 利润

T_PJ18_02, PJ1802016, 税金

T_PJ18_02, PJ1802017, 发明专利（运用）

T_PJ18_02, PJ1802018, 实用新型（运用）

T_PJ18_02, PJ1802019, 发明专利（保护）

T_PJ18_02, PJ1802020, 实用新型（保护）

T_PJ18_02, PJ1802021, 项目技术水平

T_PJ18_02, PJ1802022, 申请财政资金类别

T_PJ18_02, PJ1802023, 项目简述

T_PJ18_02, PJ1802024, 节创汇

T_PJ18_02, PJ1802025, 社会效益

T_PJ18_02, PJ1802026, 所属产业

T_PJ18_02, PJ1802027, 重点领域

T_PJ18_02, PJ1802028, 申请金额

T_PJ05_01, PJ0501038, 单位性质

T_PJ05_01, PJ0501039, 股权结构

T_PJ05_01, PJ0501040, 主营业务

T_PJ05_01, PJ0501041, 所属地区

T_PJ05_02, PJ0502039, 项目申报方向

T_PJ05_12, PJ0512010, 产业基金

T_PJ05_12, PJ0512011, 专项补助

T_PJ05_12, PJ0512012, 战略投资

T_PJ05_17, PJ0517010, 社会效益

T_PJ05_01, PJ0501042, 所属产业

T_PJ10_09, PJ1009022, 参展企业及展位情况

T_PJ03_02, PJ0302045, 固定资产投资

T_PJ03_09, PJ0309010, 社会效益

T_PJ03_01, PJ0301031, 所属地区

T_PJ03_01, PJ0301032, 扩权县市

T_PJ03_14, PJ0314011, 社会效益

T_PJ03_13, PJ0313026, 单位性质

T_PJ03_13, PJ0313027, 股权结构

T_PJ03_13, PJ0313028, 主营业务

T_PJ03_13, PJ0313029, 研发中心

T_PJ03_13, PJ0313030, 年主营收入（万元）

T_PJ03_13, PJ0313031, 研发经费占比(％）

T_PJ03_13, PJ0313032, 所属地区

T_PJ03_13, PJ0313033, 扩权县市

T_PJ18_01, PJ1801032, 扩权县市

T_PJ06_01, PJ0601056, 股权结构

T_PJ03_13, PJ0302035, 战略投资

T_PJ03_13, PJ0302036, 发明专利（运用）

T_PJ03_13, PJ0302037, 实用新型（运用）

T_PJ03_13, PJ0302038, 发明专利（保护）

T_PJ03_13, PJ0302039, 实用新型（保护）

T_PJ03_13, PJ0302040, 项目技术水平

T_PJ03_13, PJ0302041, 申请财政资金类别

T_PJ03_13, PJ0302042, 所属产业

T_PJ03_13, PJ0302043, 重点领域

T_PJ03_13, PJ0302044, 项目申报方向

T_PJ03_13, PJ0302045, 固定资产投资

T_PJ03_13, PJ0313034, 注册资本

T_PJ03_13, PJ0313035, 研发人员

T_PJ09_09, PJ0909007, 年度

T_PJ12_01, PJ1201062, 企业完成能源审计情况是否完成

T_PJ12_01, PJ1201063, 企业完成能源审计情况完成时间

T_PJ12_01, PJ1201064, 企业完成清洁生产审核实施效果评估情况是否完成

T_PJ05_01, PJ0501043, 年主营收入

T_PJ05_01, PJ0501044, 研发经费占比

T_PJ05_01, PJ0501045, 职工总人数

T_PJ05_01, PJ0501046, 研发人员数

T_PJ12_01, PJ1201065, 企业完成清洁生产审核实施效果评估情况完成时间

T_PJ12_01, PJ1201066, 企业列入国家、省节能减排、生态设计等试点示范情况

T_PJ12_02, PJ1202022, 项目建设进度（截至申报时）

T_PJ12_10, PJ1210012, 年节约蒸汽

T_PJ12_11, PJ1211010, 主要废弃物

T_PJ12_03, PJ1203032, 淘汰生产线（设备）产权是否为本企业所有

T_PJ12_15, PJ1215025, 工商营业执照号

T_PJ12_15, PJ1215026, 税务登记证号

T_PJ12_15, PJ1215027, 工商营业执照有效期（起至日)

T_PJ12_15, PJ1215028, 税务登记证有效期（起至日)

T_PJ12_15, PJ1215029, 组织机构代码证有效期（起至日)

T_PJ12_15, PJ1215030, 生产许可证有效期（起至日)

T_PJ12_02, PJ1202023, 自筹及其他

T_CM_03, AAE001, 年度

T_PJ17_18, PJ1718024, 中小微企业数量占总服务企业数量的比例

T_PJ17_18, PJ1718021, 服务类别

T_PJ17_18, PJ1718022, 服务内容

T_PJ17_18, PJ1718023, 成效

T_PJ13_01, PJ1301028, 补助类型

T_PJ13_01, PJ1301029, 项目名称

T_PJ17_19, PJ1719032, 补助方式

T_EA_05, EA05001, 唯一id

T_EA_05, EA05002, 修改信息说明

T_EA_05, EA05003, 是否已申报资金

T_EA_05, EA05004, 文件名

T_EA_05, EA05005, 原始文件名

T_EA_05, EA05006, 文件路径

T_EA_05, EA05007, 审核单位

T_EA_05, EA05008, 审核是否通过

T_EA_05, EA05009, 不通过原因

T_EA_05, EA05010, 审核人

T_EA_05, EA05011, 审核时间

T_EA_05, EA05012, 企业修改主题

T_EA_05, AAE036, 操作时间AAE036

T_EA_05, AAE010, 是否有效AAE010

T_EA_05, AAE011, 操作人

T_EG_01, EG021, 工作单位

T_EG_01, EG022, 技术职称

T_EG_01, EG023, 毕业院校

T_EG_01, EG024, 所学专业

T_EG_01, EG025, 专业技术职务

T_EG_06, EG0601, 主键id

T_EG_06, EG001, 专家id

T_EG_06, EG0602, 从事行业及擅长领域表id

T_EG_06, AAE010, 是否有效

T_EG_06, AAE011, 操作人

T_EG_06, AAE036, 操作时间

T_EA_01, EAB009, 是否已备案(1.提交；2.暂存)

T_PJ15_10, PJB1510022, 支持方式

T_PJ20_01, PJ2001022, 实付息合计（万元）

T_PJ19_01, PJ1901001, 流水号

T_PJ19_01, PJ000, 项目流水号

T_PJ19_01, PJ1901002, 企业名称

T_PJ19_01, PJ1901003, 组织机构代码

T_PJ19_01, PJ1901004, 开户行

T_PJ19_01, PJ1901005, 注册地址

T_PJ19_01, PJ1901006, 注册资本（万元）

T_PJ19_01, PJ1901007, 注册时间

T_PJ19_01, PJ1901008, 企业性质

T_PJ19_01, PJ1901009, 主营业务

T_PJ19_01, PJ1901010, 从业人数（人）

T_PJ19_01, PJ1901011, 企业划型

T_PJ19_01, PJ1901012, 联系人

T_PJ19_01, PJ1901013, 职务

T_PJ19_01, PJ1901014, 办公电话

T_PJ19_01, PJ1901015, 手机

T_PJ19_01, PJ1901016, 市州

T_PJ19_01, PJ1901017, 区县

T_PJ19_02, PJ1902001, 流水号

T_PJ19_02, PJ000, 项目流水号

T_PJ19_02, PJ1902002, 年度

T_PJ19_02, PJ1902003, 总资产（万元）

T_PJ19_02, PJ1902004, 总负债（万元）

T_PJ19_02, PJ1902005, 销售收入（万元）

T_PJ19_02, PJ1902006, 净利润（万元）

T_PJ19_02, PJ1902007, 金净流量（万元）

T_PJ19_03, PJ1903001, 流水号

T_PJ19_03, PJ000, 项目流水号

T_PJ19_03, PJ1903002, 意向融资类别

T_PJ19_03, PJ1903003, 项目名称

T_PJ19_03, PJ1903004, 项目简介

T_PJ19_03, PJ1903005, 项目总投资（万元）

T_PJ19_03, PJ1903006, 融资需求额度（万元）

T_PJ19_03, PJ1903007, 融资资金用途

T_PJ19_03, PJ1903008, 销融资资金使用开始时间

T_PJ19_03, PJ1903009, 销融资资金使用结束时间

T_PJ19_03, PJ1903010, 融资资金使用期限

T_PJ19_03, PJ1903011, 已融资渠道及额度(万元)

T_PJ19_03, PJ1903012, 意向融资方式

T_PJ19_03, PJ1903013, 可提供的担保方式

T_PJ19_03, PJ1903014, 是否属于战略性新兴产业

T_PJ19_03, PJ1903015, 是否属于国家鼓励类产业

T_PJ19_03, PJ1903016, 近三年是否曾获得国家、省级、市（州）、扩权试点县经信部门资金支持

T_PJ19_03, PJ1903017, 其他意向融资方式备注

T_PJ19_03, PJ1903018, 其他可提供的担保方式备注

T_PJ19_03, PJ1903019, 战略性新兴产业类型

T_PJ19_04, PJ1904001, 流水号

T_PJ19_04, PJ000, 项目流水号

T_PJ19_04, PJ1904002, 年度

T_PJ19_04, PJ1904003, 级别

T_PJ19_04, PJ1904004, 支持资金类别名称

T_PJ19_04, PJ1904005, 预留字段

T_EA_01, EAB010, 生产情况是否正常

T_EA_01, EAB011, 是否为市（州）、扩权试点县（市）经信委推荐的重点工业项目

T_EA_01, EAB012, 是否为省经信委推荐的省级重点工业项目

T_EA_02, EA023, 汇总类型（01：scjm06）

T_PA_15, PA15001, 行业类型配置管理流水号

T_PA_15, PA15002, 行业大类

T_PA_15, PA15003, 行业中类

T_PA_15, PA15004, 行业小类

T_PA_15, PA15005, 所属行业处室

T_PA_15, AAE001, 年度

T_PA_15, AAE010, 有效标志

T_PA_15, AAE011, 操作人

T_PA_15, AAE036, 操作时间

T_PP_04, PP04001, 工业企业融资推荐流水号

T_PP_04, PJ000, 项目流水号

T_PP_04, PP04002, 财经处推荐处室

T_PP_04, PP04003, 行业处室推送

T_PP_04, PP04004, 推送类型（01：行业处室推荐；02财经处推荐）

T_PP_04, AAE010, 有效标志

T_PP_04, AAE011, 操作人

T_PP_04, AAE036, 操作时间

T_PP_04, PP04005, 备注

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101001, 流水号

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ000, 项目流水号

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101002, 企业名称

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101003, 企业地址

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101004, 组织机构代码

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101005, 通讯地址

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101006, 企业法人

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101007, 企业法人联系电话

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101008, 联系人

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101009, 联系人电话

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101010, 联系人手机

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101011, 联系人E-MAIL

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101012, 企业负责人

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101013, 开户银行

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJB2101014, 银行信用等级

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101015, 企业经济类型

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2001016, 企业隶属关系

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101017, 企业注册资本(万元)

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101018, 实收资本(万元)

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101019, 企业员工数

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101020, 企业研发人员数

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101021, 企业总资产

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101022, 企业净资产

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102001, 流水号

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ000, 项目流水号

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102002, 项目名称

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJB2102003, 项目类别

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102004, 项目开始时间

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102005, 项目竣工时间

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102006, 总投资

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102007, 自有资金

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102008, 银行贷款

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102009, 其他（股权融资）

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102010, 已完成投资（万元）

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102011, 申请专项资金

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102012, 银行贷款承诺函号

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102013, 技术指标

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102014, 新增销售收入（万元）

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102015, 新增利润（万元）

BIN$KTJwyqL3F/rgUwEAAH/56g==$0, PJ2102016, 新增税收（万元）

BIN$KTJwyqLyF/rgUwEAAH/56g==$0, PJ2101023, 企业已实施的重大项目简介

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101001, 流水号

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ000, 项目流水号

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101002, 企业名称

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101003, 企业地址

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101004, 组织机构代码

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101005, 通讯地址

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101006, 企业法人

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101007, 企业法人联系电话

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101008, 联系人

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101009, 联系人电话

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101010, 联系人手机

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101011, 联系人E-MAIL

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101012, 企业负责人

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101013, 开户银行

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJB2101014, 银行信用等级

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101015, 企业经济类型

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2001016, 企业隶属关系

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101017, 企业注册资本(万元)

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101018, 实收资本(万元)

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101019, 企业员工数

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101020, 企业研发人员数

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101021, 企业总资产

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101022, 企业净资产

BIN$KTJwyqL8F/rgUwEAAH/56g==$0, PJ2101023, 企业已实施的重大项目简介

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103001, 流水号

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ000, 项目流水号

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103002, 项目名称

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJB2103003, 项目类别

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103004, 项目开始时间

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103005, 项目竣工时间

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103006, 总投资

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103007, 自有资金

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103008, 银行贷款

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103009, 其他（股权融资）

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103010, 已完成投资（万元）

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103011, 申请专项资金

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103012, 银行贷款承诺函号

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103013, 技术指标

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103014, 新增销售收入（万元）

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103015, 新增利润（万元）

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103016, 新增税收（万元）

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103017, 项目内容

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103018, 项目新产品形态、功能、用途

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103019, 项目新产品技术指标

BIN$KTJwyqMBF/rgUwEAAH/56g==$0, PJ2103020, 项目新产品开发语言、工具、第三方软件

BIN$KTJwyqMGF/rgUwEAAH/56g==$0, PJ2103001, 流水号

BIN$KTJwyqMGF/rgUwEAAH/56g==$0, PJ000, 项目流水号

BIN$KTJwyqMGF/rgUwEAAH/56g==$0, PJ2103002, 新产品所用技术

BIN$KTJwyqMGF/rgUwEAAH/56g==$0, PJ2103003, 技术来源途径

BIN$KTJwyqMGF/rgUwEAAH/56g==$0, PJ2103004, 技术来源方

BIN$KTJwyqMGF/rgUwEAAH/56g==$0, PJ2103005, 主要先进指标

BIN$KTJwyqMLF/rgUwEAAH/56g==$0, PJ2104001, 流水号

BIN$KTJwyqMLF/rgUwEAAH/56g==$0, PJ000, 项目流水号

BIN$KTJwyqMLF/rgUwEAAH/56g==$0, PJ2104002, 名称

BIN$KTJwyqMLF/rgUwEAAH/56g==$0, PJ2104003, 专利或著作权号

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101001, 流水号

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ000, 项目流水号

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101002, 企业名称

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101003, 企业地址

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101004, 组织机构代码

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101005, 通讯地址

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101006, 企业法人

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101007, 企业法人联系电话

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101008, 联系人

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101009, 联系人电话

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101010, 联系人手机

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101011, 联系人E-MAIL

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101012, 企业负责人

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101013, 开户银行

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJB2101014, 银行信用等级

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101015, 企业经济类型

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2001016, 企业隶属关系

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101017, 企业注册资本(万元)

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101018, 实收资本(万元)

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101019, 企业员工数

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101020, 企业研发人员数

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101021, 企业总资产

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101022, 企业净资产

BIN$KTPT5AT6GbTgUwEAAH9IhA==$0, PJ2101023, 企业已实施的重大项目简介

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102001, 流水号

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ000, 项目流水号

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102002, 项目名称

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102003, 项目类别

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102004, 项目开始时间

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102005, 项目竣工时间

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102006, 总投资

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102007, 自有资金

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102008, 银行贷款

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102009, 其他（股权融资）

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102010, 已完成投资（万元）

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102011, 申请专项资金

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102012, 银行贷款承诺函号

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102013, 技术指标

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102014, 新增销售收入（万元）

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102015, 新增利润（万元）

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102016, 新增税收（万元）

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102017, 项目内容

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102018, 项目新产品形态、功能、用途

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102019, 项目新产品技术指标

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102020, 项目新产品开发语言、工具、第三方软件

T_PJ21_03, PJ2103001, 流水号

T_PJ21_03, PJ000, 项目流水号

T_PJ21_03, PJ2103002, 新产品所用技术

T_PJ21_03, PJ2103003, 技术来源途径

T_PJ21_03, PJ2103004, 技术来源方

T_PJ21_03, PJ2103005, 主要先进指标

T_PJ21_04, PJ2104001, 流水号

T_PJ21_04, PJ000, 项目流水号

T_PJ21_04, PJ2104002, 名称

T_PJ21_04, PJ2104003, 专利或著作权号

T_PJ21_01, PJ000, 项目流水号

BIN$KTPT5AT/GbTgUwEAAH9IhA==$0, PJ2102021, 支持方式

T_PJ21_01, PJ2101001, 流水号

T_PJ21_01, PJ2101002, 企业名称

T_PJ21_01, PJ2101003, 企业地址

T_PJ21_01, PJ2101004, 组织机构代码

T_PJ21_01, PJ2101005, 通讯地址

T_PJ21_01, PJ2101006, 企业法人

T_PJ21_01, PJ2101007, 企业法人联系电话

T_PJ21_01, PJ2101008, 联系人

T_PJ21_01, PJ2101009, 联系人电话

T_PJ21_01, PJ2101010, 联系人手机

T_PJ21_01, PJ2101011, 联系人E-MAIL

T_PJ21_01, PJ2101012, 企业负责人

T_PJ21_01, PJ2101013, 开户银行

T_PJ21_01, PJB2101014, 银行信用等级

T_PJ21_01, PJ2101015, 企业经济类型

T_PJ21_01, PJ2101016, 企业隶属关系

T_PJ21_01, PJ2101017, 企业注册资本(万元)

T_PJ21_01, PJ2101018, 实收资本(万元)

T_PJ21_01, PJ2101019, 企业员工数

T_PJ21_01, PJ2101020, 企业研发人员数

T_PJ21_01, PJ2101021, 企业总资产

T_PJ21_01, PJ2101022, 企业净资产

T_PJ21_01, PJ2101023, 企业已实施的重大项目简介

T_PJ21_01, PJ2101024, 销售（营业）收入

