当前数据库信息：
jdbc:oracle:thin:@192.168.10.213:1521:testdb, yn01700_p, yn01700_p
==================


1、数据库实例信息


2、安装环境信息


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.4.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.4.0

PL/SQL, Production, 11.2.0.4.0

TNS for Linux:, Production, 11.2.0.4.0


4、数据库安装配置信息

parameter, value

AC04A2, YAB003, 经办所属机构

AC04A2, YAB139, 参保所属机构

AC04A2, AAB001, 单位ID

AC04_1, YAB139, 参保所属机构

AC04_1, AAB001, 单位ID

AC04_180, YAB139, 参保所属机构

AC04_180, AAB001, 单位ID

AC04_4, YAB139, 参保所属机构

AC04_4, AAB001, 单位ID

AC04_5, YAB139, 参保所属机构

AC04_5, AAB001, 单位ID

AC05, YAB139, 参保所属机构

AC17, AAC012, 个人身份

AC17, YAB139, 参保所属机构

AC17, YAC565, 单位内序号（工号）

AC17, YAE107, 移动电话

AC17, AAE159, 联系电子邮箱

AC17, AAB401, 户口簿编号

AC17, AAC003, 姓名

AC17, AAC010, 户口所在地址

AC17, YAB003, 经办所属机构

AC17, AAC058, 身份证件类型

AC17, AAE004, 联系人姓名

AC17, AAE005, 联系电话

AC17, AAE006, 地址

AC19, YAB003, 经办所属机构

AC19, YAB139, 参保所属机构

AC19A1, YAB004, 复核经办机构

AC19A1, YAB003, 经办所属机构

AC19A1, YAB139, 参保所属机构

AC20, YAB139, 参保所属机构

AC20, AAB001, 单位编号

AC21, YAB004, 复核所属机构

AC21, YAB003, 经办所属机构

AC21, AAB001, 单位ID

AC22, YAB139, 参保所属机构

AC22, AAZ066, 税务机构ID

AC22, AAB001, 单位编号

AC23, YAB003, 经办所属机构

AC23, YAB004, 复核经办机构

AC23, AAB001, 单位ID

AC27, AAC003, 姓名

AC27A1, YAB003, 经办所属机构

AC27A1, YAB004, 复核经办机构

AC29, AAE415, 复核人姓名

AC29, AAE414, 经办人姓名

AC29, YAB004, 复核人经办机构

AC29, YAB003, 经办人经办机构

AC30, YAB003, 经办所属机构

AC30, YAB004, 复核经办机构

AC35, YAB139, 参保所属机构

AC35, YAB003, 经办所属机构

AC35, AAB001, 单位ID

AC36, YAB004, 复核经办机构

AC36, AAB001, 单位ID

AC36, YAB003, 经办所属机构

AC37, AAB001, 单位ID

AC37, YAB139, 参保所属机构

AC38, YAB003, 经办所属机构

AC38, YAB004, 复核经办机构

AC38, AAB001, 单位ID

AC39, YAB139, 参保所属机构

AC41, YAD024, 是否参与单位结算

AC41, AAF002, 金融行业机构编码

AC41, AAB001, 单位ID

AC41, AAE008, 银行编号

AC41A1, YAB139, 参保所属机构

AC41A3, YAB139, 参保所属机构

AC41A4, YAB139, 参保所属机构

AC41A5, AAE021, 单位应缴划入个人账户金额

AC41A5, AAE020, 单位缴费部分

AC41A5, YAB139, 参保所属机构

AC41A6, YAB139, 参保所属机构

AC41A6, AAA042, 单位缴费比例或定额标准

AC41A6, AAA043, 单位缴费划入个人账户比例或定额标准

AC41A8, AAE263, 本年单位缴费部分划入个人账户本金所产生的利息

AC41A8, AAE262, 本年单位缴费部分划入个人账户本金

AC41A8, AAE253, 截至上年末个人账户单位缴费部分划转累计本金

AC41A8, AAE259, 截至上年末个人账户单位缴费部分划转本息在本年产生的利息

AC43A2, AAB001, 单位ID

AC43A2, YAB019, 单位管理类型

AC43A2, YAB139, 参保所属机构

AC43A2, AAB019, 单位类型

AC43A2, YAB003, 经办所属机构

AC43A2, AAB114, 单位应缴实账标志

AC43A2, YAB557, 注销经办机构

AC43_1, AAB114, 单位应缴实账标志

AC43_1, YAB003, 经办所属机构

AC43_1, AAB019, 单位类型

AC43_1, YAB139, 参保所属机构

AC43_1, YAB019, 单位管理类型

AC43_1, AAB001, 单位ID

AC43_180, AAB114, 单位应缴实账标志

AC43_180, YAB003, 经办所属机构

AC43_180, AAB019, 单位类型

AC43_180, YAB139, 参保所属机构

AC43_180, AAB001, 单位ID

AC43_180, YAB019, 单位管理类型

AC43_4, AAB114, 单位应缴实账标志

AC43_4, AAB019, 单位类型

AC43_4, YAB139, 参保所属机构

AC43_4, YAB019, 单位管理类型

AC43_4, YAB003, 经办所属机构

AC43_4, AAB001, 单位ID

AC43_5, YAB139, 参保所属机构

AC43_5, YAB019, 单位管理类型

AC43_5, AAB001, 单位ID

AC43_5, AAB114, 单位应缴实账标志

AC43_5, YAB003, 经办所属机构

AC43_5, AAB019, 单位类型

AC51, AAE295, 本年个人账户单位缴费部分支出金额应扣减利息

AC51, AAE253, 截至上年末个人账户单位缴费部分划转累计本金

AC51, AAE256, 截至上年末个人账户单位缴费部分划转利息

AC51, AAE259, 截至上年末个人账户单位缴费部分划转本息在本年产生的利息

AC51, AAE262, 本年单位缴费部分划入个人账户本金

AC51, AAE263, 本年单位缴费部分划入个人账户本金所产生的利息

AC51, YAB139, 参保所属机构

AC51, AAE285, 截至上年末个人账户单位缴费部分支出金额

AC51, AAE288, 截至上年末个人账户单位缴费部分支出应扣减利息

AC51, AAE291, 截至上年末个人账户单位缴费部分支出及应扣减利息在本年应扣减的利息

AC51, AAE294, 本年个人账户单位缴费部分支出金额

AC52, YAB003, 经办所属机构

AC57, AAD085, 分类指标名称17（代码值）

AC57, YAB003, 经办所属机构

AC57, AAB001, 单位ID

AC57, AAD053, 分类指标名称1（代码值）

AC57, AAD055, 分类指标名称2（代码值）

AC57, AAD057, 分类指标名称3（代码值）

AC57, AAD059, 分类指标名称4（代码值）

AC57, AAD061, 分类指标名称5（代码值）

AC57, AAD063, 分类指标名称6（代码值）

AC57, AAD065, 分类指标名称7（代码值）

AC57, AAD067, 分类指标名称8（代码值）

AC57, AAD069, 分类指标名称9（代码值）

AC57, AAD071, 分类指标名称10（代码值）

AC57, AAD073, 分类指标名称11（代码值）

AC57, AAD075, 分类指标名称12（代码值）

AC57, AAD077, 分类指标名称13（代码值）

AC57, AAD079, 分类指标名称14（代码值）

AC57, AAD081, 分类指标名称15（代码值）

AC57, AAD083, 分类指标名称16（代码值）

AC92, AAC191, 改革前机关事业单位工作人员类别

AC92, AAC195, 改革前事业单位专业技术人员岗位

AC92, YAB004, 复核所属机构

AC92, YAB003, 经办所属机构

AC92, AAC217, 改革前事业单位工人薪级

AC92, AAC216, 改革前事业单位工人岗位

AC92, AAC198, 改革前事业单位管理人员薪级

AC92, AAC197, 改革前事业单位管理人员岗位

AC92, AAC196, 改革前事业单位专业技术人员薪级

AC93, AAC198, 改革前事业单位管理人员薪级

AC93, AAC197, 改革前事业单位管理人员岗位

AC93, AAC196, 改革前事业单位专业技术人员薪级

AC93, AAC195, 改革前事业单位专业技术人员岗位

AC93, AAC191, 改革前机关事业单位工作人员类别

AC93, AAC216, 改革前事业单位工人岗位

AC93, AAC217, 改革前事业单位工人薪级

AD10, YAB003, 经办所属机构

AD10, YAB004, 复核经办机构

AD11, AAF002, 金融行业机构编码

AD11, AAD009, 收/付款凭证编号

AD11, AAE008, 银行编号

AD11A2, AAD009, 收/付款凭证编号

AD11A2, AAF002, 金融行业机构编码

AD11A2, AAE008, 银行编号

AD11A3, AAB001, 单位ID

AD12, AAF002, 金融行业机构编码

AD12, AAE008, 银行编号

AD12A1, YAB004, 复核经办机构

AD12A1, YAB003, 经办所属机构

AD12A1, AAF002, 金融行业机构编码

AD12A1, AAE008, 银行编号

AD17, AAC058, 身份证件类型

AD17, AAC003, 姓名

AD17A1, YAB003, 经办所属机构

AD17A1, YAB004, 复核经办机构

AD17A1, AAC058, 身份证件类型

AD17A1, AAC003, 姓名

AD21, YAB139, 参保所属机构

AD21, YAB005, 缴款单位ID

AD21, AAE008, 银行编号

AD21, YAF010, 社保机构银行账号ID

AD21, AAF002, 金融行业机构编码

AD21, YAD024, 是否参与单位结算

AD21A1, YAD024, 是否参与单位结算

AD21A1, AAD008, 实收凭证编号

AD21A1, YAE220, 实收所属机构

AD21A1, YAF010, 社保机构银行账号ID

AD21A1, YAE596, 人行内银行编号(银行托收使用)

AD21A1, AAF002, 金融行业机构编码

AD21A1, YAB139, 参保所属机构

AD21A1, AAE008, 银行编号

AD21A2, AAF002, 金融行业机构编码

AD21A2, YAF010, 社保机构银行账号ID

AD21A2, AAE008, 银行编号

AD21A2, YAB139, 参保所属机构

AD21A2, YAD024, 是否参与单位结算

AD50, AAB001, 单位ID

AD50, AAE244, 业务单据编号

AD50, AAB004, 参保单位名称

AD50, AAD131, 会计凭证编号

AD50, UFE061, 扩展项6名称

AD50, UFE051, 扩展项5名称

AD50, UFE041, 扩展项4名称

AD50, UFE031, 扩展项3名称

AD50, UFE021, 扩展项2名称

AD50, AAC003, 姓名

AD50, AAF011, 机构名称

AD50, AAF001, 机构编码

AD50, AAB019, 单位类型

AD50A1, AAD009, 收/付款凭证编号

AD50A1, AAD131, 会计凭证编号

AD50A1, AAE008, 银行编号

AD50A2, AAD131, 会计凭证编号

AD54CW, AAC003, 姓名

AD54CW, AAE008, 银行编号

AD54CW, AAE244, 业务单据编号

AD54CW, AAB004, 参保单位名称

AD54CW, AAB019, 单位类型

AD54CW, AAF001, 机构编码

AD54CW, AAF011, 机构名称

AD54CW, AAB001, 单位ID

AE02A2, YAB139, 参保所属机构

AE02A2, AAE044, 名称

AE02A2, YAB003, 经办所属机构

AE02A3, YAB003, 经办所属机构

AE02A3, YAB139, 参保所属机构

AE02A3, AAE044, 名称

AE02A4, YAB003, 经办所属机构

AE02A4, AAE044, 名称

AE02A4, YAB139, 参保所属机构

AE02A5, YAB139, 参保所属机构

AE02A5, AAE044, 名称

AE02A5, YAB003, 经办所属机构

AE03, YAB139, 参保所属机构

AE03, YAB003, 经办所属机构

AE03A1, YAB139, 参保所属机构

AE03A1, YAB004, 复核所属机构

AE03A1, YAB003, 经办所属机构

AE04, YAB003, 经办所属机构

AE04A1, YAB003, 经办所属机构

AE04A1, YAB004, 复核所属机构

AE10, AAE053, 组织机构代码

AE10, AAE045, 法定代表人姓名

AE10, AAB140, 组织机构代码证颁发单位

AE10, AAB139, 组织机构代码证有效期期

AE10, AAB138, 组织机构类型

AE10, AAE044, 名称

AE10, AAE006, 地址

AE10, AAE159, 联系电子邮箱

AE10, AAE005, 联系电话

AE10, AAE004, 联系人姓名

AE10, AAE043, 法定代表人电话

AE15, YAB003, 经办所属机构

AE15, YAB004, 复核经办机构

AE17, AAB138, 组织机构类型

AE17, YAB003, 经办所属机构

AE17, AAB139, 组织机构代码证有效期期

AE17, AAB140, 组织机构代码证颁发单位

AE17, YAB004, 复核所属机构

AE17, AAE044, 名称

AE17, AAE053, 组织机构代码

AE17, AAE004, 联系人姓名

AE17, AAE005, 联系电话

AE17, AAE159, 联系电子邮箱

AE17, AAE006, 地址

AE17, AAE043, 法定代表人电话

AE17, AAE045, 法定代表人姓名

AE18, YAB004, 复核所属机构

AE18, YAB003, 经办所属机构

AE22, YAB003, 经办所属机构

AE22, YAB004, 复核经办机构

AE23, YAB003, 经办所属机构

AE23, YAB004, 复核所属机构

AE24, YAB003, 经办机构

AE29, YAB003, 经办所属机构

AE29A1, YAB003, 经办所属机构

AE29A1, YAB004, 复核所属机构

AE37, YAB004, 复核经办机构

AE37, YAB003, 经办所属机构

AE40, YAE354, 错误编号

AE40, YAB003, 社保经办机构

AE40, AAC001, 个人编号

AE40, AAB001, 单位编号

AE44, AAB001, 单位ID

AE44, YAB003, 经办所属机构

AE44A1, AAB001, 单位ID

AE54, AAB001, 单位编号

AE54, YAB139, 参保所属机构

AE54, YAF010, 社保机构银行账号ID

AE55, YAF010, 社保机构银行账号ID

AE55, AAB001, 单位编号

AE55, YAB004, 复核所属机构

AE55, YAB003, 经办所属机构

AE55, YAB139, 参保所属机构

AE60, YAB004, 复核经办机构

AE60, YAB003, 经办所属机构

AE60A1, AAD069, 分类指标名称9（代码值）

AE60A1, AAD070, 分类指标名称10（字段名）

AE60A1, AAD071, 分类指标名称10（代码值）

AE60A1, AAD072, 分类指标名称11（字段名）

AE60A1, AAD073, 分类指标名称11（代码值）

AE60A1, AAD074, 分类指标名称12（字段名）

AE60A1, AAD075, 分类指标名称12（代码值）

AE60A1, AAD076, 分类指标名称13（字段名）

AE60A1, AAD077, 分类指标名称13（代码值）

AE60A1, AAD079, 分类指标名称14（代码值）

AE60A1, AAD052, 分类指标名称1（字段名）

AE60A1, AAD053, 分类指标名称1（代码值）

AE60A1, AAD054, 分类指标名称2（字段名）

AE60A1, AAD055, 分类指标名称2（代码值）

AE60A1, AAD056, 分类指标名称3（字段名）

AE60A1, AAD057, 分类指标名称3（代码值）

AE60A1, AAD058, 分类指标名称4（字段名）

AE60A1, AAD059, 分类指标名称4（代码值）

AE60A1, AAD060, 分类指标名称5（字段名）

AE60A1, AAD061, 分类指标名称5（代码值）

AE60A1, AAD062, 分类指标名称6（字段名）

AE60A1, AAD063, 分类指标名称6（代码值）

AE60A1, AAD064, 分类指标名称7（字段名）

AE60A1, AAD065, 分类指标名称7（代码值）

AE60A1, AAD066, 分类指标名称8（字段名）

AE60A1, AAD067, 分类指标名称8（代码值）

AE60A1, AAD068, 分类指标名称9（字段名）

AE60A1, AAD078, 分类指标名称14（字段名）

AE60A2, AAD052, 分类指标名称1（字段名）

AE60A2, AAD053, 分类指标名称1（代码值）

AE60A2, AAD079, 分类指标名称14（代码值）

AE60A2, AAD078, 分类指标名称14（字段名）

AE60A2, AAD077, 分类指标名称13（代码值）

AE60A2, AAD076, 分类指标名称13（字段名）

AE60A2, AAD075, 分类指标名称12（代码值）

AE60A2, AAD054, 分类指标名称2（字段名）

AE60A2, AAD055, 分类指标名称2（代码值）

AE60A2, AAD056, 分类指标名称3（字段名）

AE60A2, AAD057, 分类指标名称3（代码值）

AE60A2, AAD058, 分类指标名称4（字段名）

AE60A2, AAD059, 分类指标名称4（代码值）

AE60A2, AAD060, 分类指标名称5（字段名）

AE60A2, AAD061, 分类指标名称5（代码值）

AE60A2, AAD062, 分类指标名称6（字段名）

AE60A2, AAD063, 分类指标名称6（代码值）

AE60A2, AAD064, 分类指标名称7（字段名）

AE60A2, AAD065, 分类指标名称7（代码值）

AE60A2, AAD066, 分类指标名称8（字段名）

AE60A2, AAD067, 分类指标名称8（代码值）

AE60A2, AAD068, 分类指标名称9（字段名）

AE60A2, AAD069, 分类指标名称9（代码值）

AE60A2, AAD070, 分类指标名称10（字段名）

AE60A2, AAD071, 分类指标名称10（代码值）

AE60A2, AAD072, 分类指标名称11（字段名）

AE60A2, AAD073, 分类指标名称11（代码值）

AE60A2, AAD074, 分类指标名称12（字段名）

AE63, YAB003, 经办机构

AE63A1, YAB003, 经办机构

AE70, YAB139, 参保所属机构

AE70, AAB001, 单位ID

AE70, YAB003, 经办机构

AE70, YAB004, 复核所属机构

AF01A1, YAB139, 参保所属机构

AF16, YAB003, 经办所属机构

APPROVEERROR, AAB001, 单位ID

APPROVELOG, AAB001, 单位ID

BIN$I2PwNm28aozgU9UKqMCjSQ==$0, YAB004, 复核经办机构

BIN$I2PwNm28aozgU9UKqMCjSQ==$0, YAB003, 经办所属机构

BIN$I5o4RVJmdXbgU9UKqMC0Rg==$0, AAF002, 金融行业机构编码

BIN$I5o4RVJmdXbgU9UKqMC0Rg==$0, AAB001, 单位ID

BIN$I5o4RVJmdXbgU9UKqMC0Rg==$0, AAE008, 银行编号

BIN$I5o4RVJudXbgU9UKqMC0Rg==$0, YAD024, 是否参与单位结算

BIN$I5o4RVJudXbgU9UKqMC0Rg==$0, AAB001, 单位ID

BIN$I5o4RVJudXbgU9UKqMC0Rg==$0, AAE008, 银行编号

BIN$I5o4RVJudXbgU9UKqMC0Rg==$0, AAF002, 金融行业机构编码

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAB557, 注销经办机构

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB114, 单位应缴实账标志

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAB003, 经办所属机构

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAB019, 单位管理类型

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAB139, 参保所属机构

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB001, 单位ID

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB019, 单位类型

BIN$I5o4RVKWdXbgU9UKqMC0Rg==$0, AAA042, 单位缴费比例或定额标准

BIN$I5o4RVKWdXbgU9UKqMC0Rg==$0, AAA043, 单位缴费划入个人账户比例或定额标准

BIN$I6NFbRjOeoXgU9UKqMDotQ==$0, YAB004, 复核所属机构

BIN$I6NFbRjOeoXgU9UKqMDotQ==$0, YAB003, 经办所属机构

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAE006, 地址

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, YAF010, 社保机构银行账号ID

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, YAB139, 参保所属机构

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAE005, 联系电话

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAE004, 联系人姓名

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE008, 银行编号

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE005, 联系电话

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE004, 联系人姓名

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAB139, 参保所属机构

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE006, 地址

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAF010, 社保机构银行账号ID

BIN$IE44/DRyYzrgU9UKqMA/MQ==$0, YAB004, 复核经办机构

BIN$IE44/DRyYzrgU9UKqMA/MQ==$0, AAB004, 参保单位名称

BIN$IE44/DRyYzrgU9UKqMA/MQ==$0, YAB139, 参保所属机构

BIN$IE8WYKpcc2zgU9UKqMCPYA==$0, YAB003, 经办所属机构

BIN$IE8WYKpcc2zgU9UKqMCPYA==$0, AAB001, 单位ID

BIN$IE8WYKpcc2zgU9UKqMCPYA==$0, AAZ041, 单位参保登记事件ID

BIN$IE8WYKpcc2zgU9UKqMCPYA==$0, YAB004, 复核所属机构

BIN$IFK1WAFYSfPgU9UKqMDB1g==$0, AAB001, 单位ID

BIN$IFK1WAFYSfPgU9UKqMDB1g==$0, YAB003, 经办所属机构

BIN$IFK1WAFeSfPgU9UKqMDB1g==$0, AAE045, 法定代表人姓名

BIN$IFK1WAFeSfPgU9UKqMDB1g==$0, AAE053, 组织机构代码

BIN$IFK1WAFeSfPgU9UKqMDB1g==$0, YAB003, 经办所属机构

BIN$IFK1WAFeSfPgU9UKqMDB1g==$0, YAB139, 参保所属机构

BIN$IFK1WAFeSfPgU9UKqMDB1g==$0, AAE006, 地址

BIN$IFK1WAFeSfPgU9UKqMDB1g==$0, AAB001, 单位ID

BIN$IFMAARTYDcPgU9UKqMA94w==$0, AAB004, 参保单位名称

BIN$IFMAARTYDcPgU9UKqMA94w==$0, YAB139, 参保所属机构

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAB004, 单位名称

BIN$IFMAARTfDcPgU9UKqMA94w==$0, YAB003, 经办所属机构

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAB001, 单位ID

BIN$IFMAARTfDcPgU9UKqMA94w==$0, YAB139, 参保所属机构

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, AAB001, 单位ID

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, AAB004, 参保单位名称

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, YAB139, 参保所属机构

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, YAB004, 复核经办机构

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, YAB003, 经办所属机构

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, YAB003, 经办所属机构

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, YAB139, 参保所属机构

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAB004, 参保单位名称

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, YAB004, 复核经办机构

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAB001, 单位ID

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, YAB003, 经办所属机构

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, YAB004, 复核经办机构

BIN$IGWzOplgZ+3gU9UKqMAYMw==$0, YAB004, 复核经办机构

BIN$IGWzOplgZ+3gU9UKqMAYMw==$0, YAB003, 经办所属机构

BIN$IGWzOploZ+3gU9UKqMAYMw==$0, AAF002, 金融行业机构编码

BIN$IGWzOploZ+3gU9UKqMAYMw==$0, AAE008, 银行编号

BIN$IGWzOploZ+3gU9UKqMAYMw==$0, AAD009, 收/付款凭证编号

BIN$IGWzOplvZ+3gU9UKqMAYMw==$0, AAF002, 金融行业机构编码

BIN$IGWzOplvZ+3gU9UKqMAYMw==$0, AAE008, 银行编号

BIN$IGWzOplvZ+3gU9UKqMAYMw==$0, AAD009, 收/付款凭证编号

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, UFE021, 扩展项2名称

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, AAC003, 姓名

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, AAF011, 机构名称

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, AAF001, 机构编码

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, AAB019, 单位类型

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, AAB004, 参保单位名称

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, AAB001, 单位ID

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, AAE244, 业务单据编号

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, UFE031, 扩展项3名称

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, AAD131, 会计凭证编号

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, UFE061, 扩展项6名称

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, UFE051, 扩展项5名称

BIN$IGb3SnKLElvgU9UKqMCw9w==$0, UFE041, 扩展项4名称

BIN$IGb3SnKSElvgU9UKqMCw9w==$0, AAD131, 会计凭证编号

BIN$IGb3SnKSElvgU9UKqMCw9w==$0, AAD009, 收/付款凭证编号

BIN$IGb3SnKSElvgU9UKqMCw9w==$0, AAE008, 银行编号

BIN$IGb3SnKcElvgU9UKqMCw9w==$0, AAD131, 会计凭证编号

BIN$IGb3SnKkElvgU9UKqMCw9w==$0, AAF001, 机构编码

BIN$IGb3SnKkElvgU9UKqMCw9w==$0, AAB019, 单位类型

BIN$IGb3SnKkElvgU9UKqMCw9w==$0, AAB004, 参保单位名称

BIN$IGb3SnKkElvgU9UKqMCw9w==$0, AAF011, 机构名称

BIN$IGb3SnKkElvgU9UKqMCw9w==$0, AAB001, 单位ID

BIN$IGb3SnKkElvgU9UKqMCw9w==$0, AAC003, 姓名

BIN$IGb3SnKkElvgU9UKqMCw9w==$0, AAE244, 业务单据编号

BIN$IGb3SnKkElvgU9UKqMCw9w==$0, AAE008, 银行编号

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAE008, 银行编号

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAF002, 金融行业机构编码

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAE596, 人行内银行编号（银行托收使用）

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAE598, 银行地址（省）

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAE599, 银行地址（市、县）

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAB003, 经办所属机构

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAB004, 复核经办机构

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAZ198, 社会保险机构ID

BIN$IHaCbCP4NwngU9UKqMApLw==$0, YAB004, 复核经办机构

BIN$IHaCbCP4NwngU9UKqMApLw==$0, YAB003, 经办所属机构

BIN$IHaCbCP4NwngU9UKqMApLw==$0, YAB139, 参保所属机构

BIN$IHaCbCP8NwngU9UKqMApLw==$0, YAB004, 复核经办机构

BIN$IHaCbCP8NwngU9UKqMApLw==$0, YAB003, 经办所属机构

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAZ198, 社会保险机构ID

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAZ198, 社会保险机构ID

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAB001, 单位ID

BIN$IMc61jD5YJHgU9UKqMComQ==$0, YAB139, 参保所属机构

BIN$IMc61jD5YJHgU9UKqMComQ==$0, YAB003, 经办所属机构

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAB019, 单位管理类型

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAB001, 单位ID

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAB139, 参保所属机构

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAB019, 单位类型

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAB003, 经办所属机构

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAB114, 单位应缴实账标志

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB114, 单位应缴实账标志

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAB003, 经办所属机构

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB019, 单位类型

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAB139, 参保所属机构

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAB019, 单位管理类型

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB001, 单位ID

BIN$IMc61jDxYJHgU9UKqMComQ==$0, AAB001, 单位ID

BIN$IMc61jDxYJHgU9UKqMComQ==$0, YAB139, 参保所属机构

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB019, 单位类型

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAB019, 单位管理类型

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAB139, 参保所属机构

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB001, 单位ID

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAB003, 经办所属机构

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB114, 单位应缴实账标志

BIN$Ifl8uXV6HqTgU9UKqMByFA==$0, AAC058, 身份证件类型

BIN$Ifl8uXV6HqTgU9UKqMByFA==$0, AAC003, 姓名

BIN$Ifl8uXVjHqTgU9UKqMByFA==$0, AAC058, 身份证件类型

BIN$Ifl8uXVjHqTgU9UKqMByFA==$0, AAC003, 姓名

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, AAC058, 身份证件类型

BIN$Ifl8uXVxHqTgU9UKqMByFA==$0, AAC003, 姓名

